0.11852,0.30563,0.019332,0.096463,0.26523,0.14935,0.82371,0.013523,0.40655,0.54082,0.46109,0.29421,5.5969,0.51602,4.681,1.6903,0.2,0.071769,3.8127,4.8504,0.56276,0.71706,4.5439,3.4365
0.12111,0.18547,0.87933,0.29615,0.43267,0.024907,0.10148,0.48533,0.028384,0.51343,0.88434,-0.013521,2.0884,0.51492,0.35968,1.8834,1.2561,3.6467,2.8702,0.99901,6.1735,0.84878,0.81892,4.8106
0.33073,0.36263,0.30948,0.42339,0.11391,0.098554,0.13765,0.38973,0.42494,0.56927,0.33764,0.30536,3.1013,0.25954,3.1017,2.6996,1.3038,2.5172,2.4905,2.237,3.4181,0.53681,1.5045,4.1231
0.5682,0.23716,0.91129,0.096848,0.083028,0.85797,0.1206,0.27494,0.11015,0.33886,0.919,0.10344,3.9031,3.699,4.2498,3.9594,3.963,4.3225,1.8812,2.4098,1.4438,0.86982,1.0574,1.7588
0.94545,0.30578,0.70392,0.29286,0.62203,0.31647,0.23029,0.091538,0.48271,0.2371,0.22524,0.91622,0.82214,1.3603,4.7722,2.3603,3.4565,3.5296,3.2195,4.1319,3.7004,1.7641,1.9356,4.7328
0.46195,0.74949,0.70341,0.47452,0.065777,0.67304,1.0764,0.016039,0.63602,0.57881,0.25589,0.1788,3.1445,0.40097,3.07,1.3494,1.2245,0.94684,2.6205,0.7255,2.4065,3.7785,1.6599,2.6666
0.091447,0.28613,1.0246,0.87822,0.59793,0.090678,0.34347,0.41324,1.0463,0.22576,0.31646,0.40379,3.1505,3.8853,4.2426,0.22619,3.3186,0.94064,1.7097,0.46781,0.2028,1.3865,3.5063,1.918
0.024232,0.50185,0.095202,0.57704,0.29582,0.18463,0.69968,0.27788,0.24035,0.11823,0.10717,0.58645,2.5422,3.0299,2.5282,4.5134,2.9283,3.5294,0.45422,3.0831,1.6123,2.3779,1.8559,1.2847
0.13006,0.78529,0.41202,0.57137,0.1711,1.0323,0.73807,1.1164,0.9259,0.15915,0.045306,0.08105,1.2414,1.4842,2.8225,3.6714,1.8196,2.5658,4.756,3.6631,0.92222,1.9286,4.5879,1.933
0.81074,0.46859,0.24902,0.3346,0.24022,0.75646,0.75156,0.24149,0.87257,0.90709,0.64747,0.79839,3.5151,1.9989,3.901,0.50861,1.3544,3.5246,4.8458,0.43042,4.7773,0.91375,0.27623,3.0553
0.5673,0.35247,0.30194,0.24076,0.40875,0.069852,1.0087,0.57075,0.22719,0.25555,1.2117,0.6544,3.5394,3.0392,1.4534,4.6668,2.5213,4.9022,2.537,0.47073,3.7208,4.6222,4.5802,1.0037
0.03144,0.36917,0.030185,0.79017,0.081255,0.77863,0.8207,0.21316,0.3786,0.94354,0.89842,0.14503,0.14902,1.083,2.4873,3.4949,0.64715,2.4346,3.7555,1.9925,1.5191,4.0973,0.097317,0.51622
0.52526,0.70885,0.34047,0.79199,0.37613,0.34802,1.0205,0.15188,0.84649,0.75361,0.3599,0.010372,0.43092,0.24216,3.358,0.02926,2.7036,3.4414,4.5597,2.8646,3.3429,1.4521,0.99444,1.4091
0.75551,0.34989,0.78665,0.39283,0.12933,1.1402,0.064752,0.94524,0.11031,0.49038,0.20022,0.34352,3.4074,4.9453,2.646,2.2402,1.5216,4.4638,0.61444,0.45059,4.3438,4.8558,2.5427,0.92933
0.26571,0.98627,0.33123,0.45695,0.38393,0.39693,0.44863,0.29008,0.00038948,0.010147,0.7868,0.73363,0.90656,4.9683,3.481,1.8869,2.5177,0.73032,0.9018,3.7666,2.162,0.377,2.5087,0.073693
0.95426,0.59935,0.68833,0.19164,0.10987,0.83378,0.85209,0.4654,0.92186,0.097051,0.4716,0.74711,0.82575,0.48765,0.7682,3.3218,2.0445,4.917,2.8755,0.092003,3.4542,4.2695,4.8466,0.0051075
-0.95426,-0.59935,-0.68833,-0.19164,-0.10987,-0.83378,-0.85209,-0.4654,-0.92186,-0.097051,-0.4716,-0.74711,-0.82575,-0.48765,-0.7682,-3.3218,-2.0445,-4.917,-2.8755,-0.092003,-3.4542,-4.2695,-4.8466,-0.0051075
-0.26571,-0.98627,-0.33123,-0.45695,-0.38393,-0.39693,-0.44863,-0.29008,-0.00038948,-0.010147,-0.7868,-0.73363,-0.90656,-4.9683,-3.481,-1.8869,-2.5177,-0.73032,-0.9018,-3.7666,-2.162,-0.377,-2.5087,-0.073693
-0.75551,-0.34989,-0.78665,-0.39283,-0.12933,-1.1402,-0.064752,-0.94524,-0.11031,-0.49038,-0.20022,-0.34352,-3.4074,-4.9453,-2.646,-2.2402,-1.5216,-4.4638,-0.61444,-0.45059,-4.3438,-4.8558,-2.5427,-0.92933
-0.52526,-0.70885,-0.34047,-0.79199,-0.37613,-0.34802,-1.0205,-0.15188,-0.84649,-0.75361,-0.3599,-0.010372,-0.43092,-0.24216,-3.358,-0.02926,-2.7036,-3.4414,-4.5597,-2.8646,-3.3429,-1.4521,-0.99444,-1.4091
-0.03144,-0.36917,-0.030185,-0.79017,-0.081255,-0.77863,-0.8207,-0.21316,-0.3786,-0.94354,-0.89842,-0.14503,-0.14902,-1.083,-2.4873,-3.4949,-0.64715,-2.4346,-3.7555,-1.9925,-1.5191,-4.0973,-0.097317,-0.51622
-0.5673,-0.35247,-0.30194,-0.24076,-0.40875,-0.069852,-1.0087,-0.57075,-0.22719,-0.25555,-1.2117,-0.6544,-3.5394,-3.0392,-1.4534,-4.6668,-2.5213,-4.9022,-2.537,-0.47073,-3.7208,-4.6222,-4.5802,-1.0037
-0.81074,-0.46859,-0.24902,-0.3346,-0.24022,-0.75646,-0.75156,-0.24149,-0.87257,-0.90709,-0.64747,-0.79839,-3.5151,-1.9989,-3.901,-0.50861,-1.3544,-3.5246,-4.8458,-0.43042,-4.7773,-0.91375,-0.27623,-3.0553
-0.13006,-0.78529,-0.41202,-0.57137,-0.1711,-1.0323,-0.73807,-1.1164,-0.9259,-0.15915,-0.045306,-0.08105,-1.2414,-1.4842,-2.8225,-3.6714,-1.8196,-2.5658,-4.756,-3.6631,-0.92222,-1.9286,-4.5879,-1.933
-0.024232,-0.50185,-0.095202,-0.57704,-0.29582,-0.18463,-0.69968,-0.27788,-0.24035,-0.11823,-0.10717,-0.58645,-2.5422,-3.0299,-2.5282,-4.5134,-2.9283,-3.5294,-0.45422,-3.0831,-1.6123,-2.3779,-1.8559,-1.2847
-0.091447,-0.28613,-1.0246,-0.87822,-0.59793,-0.090678,-0.34347,-0.41324,-1.0463,-0.22576,-0.31646,-0.40379,-3.1505,-3.8853,-4.2426,-0.22619,-3.3186,-0.94064,-1.7097,-0.46781,-0.2028,-1.3865,-3.5063,-1.918
-0.46195,-0.74949,-0.70341,-0.47452,-0.065777,-0.67304,-1.0764,-0.016039,-0.63602,-0.57881,-0.25589,-0.1788,-3.1445,-0.40097,-3.07,-1.3494,-1.2245,-0.94684,-2.6205,-0.7255,-2.4065,-3.7785,-1.6599,-2.6666
-0.94545,-0.30578,-0.70392,-0.29286,-0.62203,-0.31647,-0.23029,-0.091538,-0.48271,-0.2371,-0.22524,-0.91622,-0.82214,-1.3603,-4.7722,-2.3603,-3.4565,-3.5296,-3.2195,-4.1319,-3.7004,-1.7641,-1.9356,-4.7328
-0.5682,-0.23716,-0.91129,-0.096848,-0.083028,-0.85797,-0.1206,-0.27494,-0.11015,-0.33886,-0.919,-0.10344,-3.9031,-3.699,-4.2498,-3.9594,-3.963,-4.3225,-1.8812,-2.4098,-1.4438,-0.86982,-1.0574,-1.7588
-0.33073,-0.36263,-0.30948,-0.42339,-0.11391,-0.098554,-0.13765,-0.38973,-0.42494,-0.56927,-0.33764,-0.30536,-3.1013,-0.25954,-3.1017,-2.6996,-1.3038,-2.5172,-2.4905,-2.237,-3.4181,-0.53681,-1.5045,-4.1231
-0.12111,-0.18547,-0.87933,-0.29615,-0.43267,-0.024907,-0.10148,-0.48533,-0.028384,-0.51343,-0.88434,0.013521,-2.0884,-0.51492,-0.35968,-1.8834,-1.2561,-3.6467,-2.8702,-0.99901,-6.1735,-0.84878,-0.81892,-4.8106
-0.11852,-0.30563,-0.019332,-0.096463,-0.26523,-0.14935,-0.82371,-0.013523,-0.40655,-0.54082,-0.46109,-0.29421,-5.5969,-0.51602,-4.681,-1.6903,-0.2,-0.071769,-3.8127,-4.8504,-0.56276,-0.71706,-4.5439,-3.4365
